dataset,instruction,input,output,alternative_a,alternative_b,alternative_c,alternative_d
MedMCQA,O istmo oclusal de uma amalgama dental M.O. é resistente à fratura se:,,C,A profundidade do assoalho pulpar é de 1mm,Há uma cauda de andorinha,O ângulo da linha axiopulpar é arredondado,O esmalte não suportado na margem cavossuperficial gengival é nivelado
MedMCQA,O melhor teste para maturidade fetal em uma mãe diabética é:,,D,Razão L:S,Razão lecitina-cefalina,Fosfatidilcolina,Fosfatidilglicerol
MedMCQA,Qual das seguintes é a manifestação mais precoce da síndrome de Cushing:,,A,Perda da variação diurna,Aumento do ACTH,Aumento do cortisol plasmático,Aumento dos metabólitos urinários do cortisol
MedMCQA,Qual é a taxa de mortalidade de crianças menores de 5 anos no mundo até 2010?,,B,6 milhões,8 milhões,10 milhões,12 milhões
MedMCQA,A posição e o movimento do disco articular da ATM são controlados pelas fibras de:,,D,A) Cabeça inferior do músculo pterigoide lateral,B) Ligamento esfenomandibular,C) Cabeça superficial do músculo pterigoide medial,D) Cabeça superior do músculo pterigoide lateral
MedMCQA,"Qual dos seguintes deve ser considerado um ""bebê de alto risco""?",,C,Mal-apresentação,Comprimido de ácido fólico não consumido,Mãe que trabalha,Pré-eclâmpsia pré-natal
MedMCQA,O número de pacientes necessários em um ensaio clínico para tratar uma doença específica aumenta à medida que,,A,A taxa de desistência aumenta,O nível de significância aumenta,O tamanho do efeito esperado do tratamento aumenta,A incidência da doença diminui
MedMCQA,A separação da cabeça de miosina do actina é desencadeada por:,,C,Mudança na configuração da troponina c,Entrada de Ca no retículo sarcoplasmático,Ligação de ATP à cabeça,Hidrólise de ATP em ADP e Pi
MedMCQA,Imunização que pode ajudar pós-desastre inclui,,A,Sarampo,Cólera,Febre tifoide,Todas
MedMCQA,O seio esfenoidal é suprido por qual nervo:,,A,A) Etmoidal posterior,B) Superior posterior,C) Esfenoidal,D) Infratemporal
MedMCQA,As duas partes inferiores do corpo esternal são fundidas por:,,D,8 anos,10 anos,12 anos,14 anos
MedMCQA,As fibras nervosas sensoriais para o terço posterior da língua são fornecidas por:,,B,Nervo craniano XII,Nervo craniano IX,Nervo craniano X,Nervo craniano VII
MedMCQA,Prêmio Nobel de medicina/fisiologia em 2018 pela descoberta de:,,C,Via apoptótica,Crispr-Cas9,Regulação imunológica negativa,Mecanismos moleculares que controlam o ritmo circadiano
MedMCQA,"Uma criança com febre e dor de garganta desenvolveu linfadenopatia cervical aguda, a investigação mais provável a ser feita é:",,D,Biópsia aberta do nódulo,Dissecção radical do pescoço,Raio-X do pescoço,Hemograma completo
MedMCQA,Dose de dexametasona administrada à mãe em um parto prematuro previsto:,,D,12 mg a cada 12 horas 2 doses,12 mg a cada 24 horas 4 doses,6 mg a cada 24 horas 2 doses,6 mg a cada 12 horas 4 doses
MedMCQA,Qual não é uma parte do osso etmoide?,,A,Concha inferior,Células agar nasi,Processo unciforme,Crista galli
MedMCQA,A glicólise anaeróbica de qual desses produz 3 ATPs por unidade de glicose consumida?,,D,Aminoácido,Frutose,Galactose,Glicogênio
MedMCQA,"Em qual tipo de herança, se o pai for afetado, nenhum descendente é afetado, mas se a mãe for afetada, todos os descendentes são afetados?",,A,Mitochondrial,Ligado ao cromossomo X recessivo,Autossômico dominante,Autossômico recessivo
MedMCQA,Um paciente em terapia com medicamentos anti-tuberculose desenvolveu sensação de formigamento nos membros inferiores. Qual dos seguintes medicamentos deve ser usado para o tratamento?,,C,Tiamina,Ácido fólico,Piridoxina,Vitamina B-12
MedMCQA,A vacina DPT não é contraindicada em?,,B,Distúrbio neurológico progressivo,Paciente severamente imunocomprometido,Resposta alérgica intensa à 1ª dose,Convulsões graves em um paciente
MedMCQA,Uma articulação não sinovial com tecido conjuntivo entre elas é:,,A,Sindesmose,Sincôndrose,Sela,Sutura
MedMCQA,"De acordo com as diretrizes da OMS para controle do excesso de açúcar, todas as opções a seguir, exceto",,B,Políticas fiscais,Conselho ao lado da cadeira,Marketing,Rotulagem de alimentos
MedMCQA,"Todas as seguintes diminuem na anemia por deficiência de ferro, exceto:",,B,Ferritina,TIBC,Ferro sérico,Saturação de transferrina
MedMCQA,Qual é a proporção de compressões torácicas e respirações quando uma pessoa está realizando uma ressuscitação cardiopulmonar sozinha?,,D,10:01,15:01,30:01:00,30:02:00
MedMCQA,A hidrólise de IgG com papaína levará à formação dos seguintes fragmentos:,,A,1 fragmento Fc e 2 fragmentos Fab,2 fragmentos Fc e 1 fragmento Fab,1 cadeia variável e 1 cadeia constante,1 fragmento Fab e 1 região hipervariável
MedMCQA,As adrenais fetais liberam predominantemente qual hormônio:,,D,Estrogênio,Testosterona,Aldosterona,Coisone
MedMCQA,"Medo desenvolvido em um paciente devido a experiências anteriores, eventos, objetos:",,C,Medo inato.,Medo subjetivo.,Medo objetivo.,Nenhum.
MedMCQA,A esterilização da peça de mão causará:,,C,Ferrugem da peça de mão,Desgaste da turbina,Perda de fibras,Perda de torque
MedMCQA,Uma mulher grávida desenvolve catapora. Durante qual parte de sua gravidez isso levará à maior chance de infecção neonatal:,,A,Últimos 5 dias,12-16 semanas,8-12 semanas,16-20 semanas
MedMCQA,"Uma criança do sexo masculino com características faciais grosseiras, macroglossia, lábios grossos apresenta secreção mucosa abundante pelo nariz aos 10 meses de idade. A criança estava absolutamente normal ao nascer. Ao exame, foi constatado que ele tinha fígado e baço aumentados. Qual é o diagnóstico?",,A,Síndrome de Hurler,Síndrome de Beckwith-Weidman,Hipotireoidismo,Síndrome de Proteus
MedMCQA,"G3 com aborto no segundo trimestre anterior apresenta com 22 semanas de gestação, dor abdominal, USG mostra afunilamento do orifício interno. Qual é o manejo ideal?",,D,Dinoprost e repouso na cama,Misoprost e repouso na cama,Ponto de Fothergill,Ponto de Mc Donald
MedMCQA,A neutralização da saliva é devida a,,D,Mucina,Amônia,Aminoácidos,Bicarbonatos
MedMCQA,Um paciente de 45 anos de idade apresentou-se a você com hematemese maciça contínua. O paciente está pálido e hemodinamicamente estável. Qual será o primeiro passo no tratamento?,,B,Realizar uma endoscopia gastrointestinal alta urgente,Colocar o paciente na posição de recuperação e garantir a via aérea,Inserir uma cânula e administrar fluidos intravenosos,Encaminhar para transfusão de sangue
MedMCQA,Extração de um dente durante uma infecção aguda:,,B,Pode causar uma extensa disseminação da infecção,Ajuda na drenagem e alivia a dor se o antibiótico adequado for administrado e seu nível sanguíneo for adequado,Pode causar morte súbita devido a embolia pulmonar,Pode levar à neuralgia trigeminal no período pós-operatório
MedMCQA,"Kamla, de 4 anos de idade, apresentou-se na emergência com leve ""estresse"" respiratório. Na laringoscopia, foi diagnosticada com papilomatose juvenil múltipla da laringe. Qual é a próxima linha de tratamento?",,B,Traqueostomia,Microlaringoscopia,Esteroide,Antibióticos
MedMCQA,"A bilirrubina não conjugada está aumentada em todos os casos, exceto -",,B,Síndrome de Criggler Najjar,Síndrome de Dubin Johnson,Síndrome de Gilbert,Anemia hemolítica
MedMCQA,"Qual destes não é um cofator para a glicogênio fosforilase, uma importante enzima da via da glicogenólise?",,D,Calmodulina,c-AMP,Protein Kinase A,Glicogenina
MedMCQA,"Em qual tipo de lesão é observada a ""eburnação"" da dentina?",,C,Cárie aguda,Cárie crônica,Cárie interrompida,Cárie radicular
MedMCQA,"No caso de uma lesão cariosa profunda, a desbridagem incompleta é feita para:",,C,Permitir a formação de dentina secundária primeiro,Selar a cavidade e criar um campo asséptico,Prevenir a exposição da polpa e permitir que uma fina camada de dentina permaneça,Evitar a microinfiltração
MedMCQA,"Em alergia crônica, qual lg é mais persistente no corpo?",,B,lg G,lg E,lg A,lg M
MedMCQA,Qual dos seguintes medicamentos não é usado para o tratamento médico de gravidez ectópica:,,D,Cloreto de Potássio,Metotrexato,Actinomicina D,Misoprostol
MedMCQA,"A seguinte característica é uma característica do envenenamento alimentar por estafilococos, exceto:",,C,A temperatura ótima para a produção de toxinas é de 37°C,As toxinas intradiéticas são responsáveis pelos sintomas intestinais,As toxinas podem ser destruídas por fervura por 30 minutos,O período de incubação é de 1-6 horas
MedMCQA,Uma mulher de 22 anos relata dores articulares recorrentes. Ela agora desenvolveu hemorragias petequiais. É mais provável que ela tenha:,,D,Trombocitopenia megacariocítica,Trombocitopenia amegacariocítica,Defeitos na função plaquetária,Inibidores adquiridos do fator VIII
MedMCQA,As zonas vermelhas dos lábios têm:,,C,30% de glândulas sebáceas,75% de glândulas sebáceas,"um número muito pequeno de glândulas sebáceas, se houver",absolutamente nenhuma glândula sebácea
MedMCQA,"Uma criança de 2 anos foi levada ao departamento de emergência às 3 da manhã. A criança apresentava febre e tosse. Ao exame, a frequência respiratória era de 36/min, a temperatura era de 39°C e a saturação na oximetria de pulso era de 96%. A criança tinha tosse latente e estridor apenas ao chorar. Caso contrário, a criança estava hidratada, capaz de beber e consolável. O próximo passo no tratamento seria:",,B,Nebulização com epinefrina racêmica,Dose única de dexametasona,Hemograma completo e cultura,Lavagem nasal para Vírus Sincicial Respiratório (RSV) e influenza
MedMCQA,O vírus HIV é produzido e propagado em:,,B,Células dendríticas do epitélio germinal do linfonodo,Linfócitos T4 circulantes,Linfócitos B,Células epiteliais dos órgãos sexuais
MedMCQA,A deficiência de ácido nicotínico resulta em:,,B,Beri-beri,Pelagra,Cegueira noturna,Anemia perniciosa
MedMCQA,"Na 28ª semana de gestação, a amniocentese revela um AOD 450 de 0,20, que está no topo da terceira zona da curva de Liley. A conduta mais apropriada para esse caso é:",,B,Parto imediato,Transfusão intrauterina,Repetir a amniocentese após 1 semana,Plasmaférese
MedMCQA,"Após uma laparotomia mediana, você foi solicitado a suturar a incisão. Qual comprimento de material de sutura você escolherá?",,B,2x comprimento da incisão,4x comprimento da incisão,6x comprimento da incisão,8x comprimento da incisão
MedMCQA,"Em resposta a forças oclusais traumáticas, o osso alveolar tem",,A,Osteoblastos em áreas de tensão e osteoclastos em áreas de pressão,Osteoblastos em áreas de tensão e osteoblastos em áreas de pressão,Osteóide em áreas de tensão e osteoblastos em áreas de pressão,Atrofia afuncional
MedMCQA,O choque hemorrágico de classe 3 refere-se a:,,C,Perda de sangue inferior a 15%,Perda de sangue entre 15% - 30%,Perda de sangue entre 30% - 40%,Perda de sangue superior a 40%
MedMCQA,"Em um acidente de ônibus escolar, qual das seguintes vítimas você atenderá primeiro?",,A,Uma criança com obstrução das vias aéreas,Uma criança em choque,Uma criança com tórax instável,Uma criança com lesão grave na cabeça
MedMCQA,A retenção suplementar no dente de suporte é possibilitada por:,,D,Maior volume de metal,Técnica adequada de cimentação,Preparo de ombro,Uso adequado de pinos e sulcos
MedMCQA,"De acordo com a definição da OMS, qual é o critério para considerar uma área de alta endemicidade para meningite meningocócica?",,C,"<2 por 1,00,000 habitantes","2-10 por 1,00,000 habitantes",">10 por 1,00,000 habitantes",">100 por 1,00,000 habitantes"
MedMCQA,A genioplastia aumentada é feita por:,,A,Osteotomia horizontal deslizante,Enxertos ósseos,Implantes de silicone,Nenhuma das opções acima
MedMCQA,Qual não é uma característica da doença de Wilson em uma criança -,,B,Síndrome de Fanconi,Alterações sensoriais,Anemia hemolítica,Hepatite crônica ativa
MedMCQA,Qual das seguintes zonas é usada para derreter liga durante a fundição:,,A,Chama redutora,Chama oxidante,Chama verde,Todas as anteriores
MedMCQA,Fator prognóstico mais importante na hérnia diafragmática congênita -,,A,Hipertensão pulmonar,Tamanho da hérnia,Momento da cirurgia,Idade gestacional
MedMCQA,Uma criança de 10 anos tem intrusão do incisivo central superior permanente. A escolha de tratamento é,,B,Colocar o dente em seu lugar e imobilizá-lo,Permitir que o dente irrompa por conta própria (erupção espontânea),Tratá-lo ortodonticamente,Não fazer nada
MedMCQA,Verdadeiro sobre mãe diabética é:,,D,A) A hiperglicemia ocorre em todos os bebês de mães diabéticas,B) Alta incidência de anomalias cardíacas congênitas é comum,C) Bebê pequeno,D) Os medicamentos agonistas beta são contraindicados durante o parto
MedMCQA,A vantagem da dentadura com base de metal é:,,A,Aumento na tolerância dos tecidos,Procedimento de laboratório fácil,Rebase e reajuste são bastante fáceis,Aumento no custo restaurador
MedMCQA,"A profilaxia anti-D é administrada em todos os casos, exceto?",,D,AME aos 63 dias,Amniocentese às 16 semanas,Remoção manual da placenta,Transfusão intrauterina às 28 semanas
MedMCQA,Uma criança de 8 anos fraturou seu incisivo central superior há 10 meses. A polpa não apresenta resposta. Não há lesão periapical na radiografia. O tratamento de escolha é:,,D,Ca(OH)2 capeamento pulpar,Pulpotomia com formocresol,Tratamento convencional de canal radicular,Desbridamento completo e apexificação
MedMCQA,"Uma redução marcada na quantidade de dentina, alargamento da camada de predentina, presença de uma grande área de dentina interglobular e padrão irregular de dentina é observada em",,B,Dentina hipocalcificada,Odontodisplasia,Displasia dentinária,Dentinogênese imperfeita
MedMCQA,Uma descoberta radiográfica comum na gengivite clínica é,,B,Perda óssea vertical,Padrão ósseo normal,Perda óssea horizontal,Aumento na densidade óssea
MedMCQA,Um menino de 11 anos reclama de espaçamento entre os incisivos superiores. O tratamento adequado é com:,,C,Aparelho de Hawley,Aparelho fixo,Sem tratamento,Tela oral
MedMCQA,Um dente traumatizado não vital com ou sem fratura da coroa é classificado como,,B,Classe-III,Classe-IV,Classe-V,Classe-VII
MedMCQA,Os hábitos são classificados como Intencionais e Não intencionais por:,,C,William James,Kingsley,Earnest Klein,Finn e Sim
